,datetime,updated,headline,summary,symbols,sensation
9452,2020-08-04 14:31:07,2020-08-04 14:31:07,"'As we report in Axios Pro Rata today, Apple has expressed serious interest in buying TikTok' -Axios",,"['AAPL', 'MSFT']"," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.27."
9453,2020-08-04 14:44:07,2020-08-04 14:44:07,Apple Says There Are No Discussions About Buying TikTok,,"['AAPL', 'FXI', 'MSFT']"," 0.12 

In the given sentence, ""Apple Says There Are No Discussions About Buying TikTok"", the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
9454,2020-08-04 14:45:04,2020-08-04 14:45:04,"'@Google and @Facebook had expressed interested in buying @tiktok in the past; as first reported by @FoxBusiness, TikTok is said to have multiple potential suitors.' -FBN Reporter Tweet",,"['AAPL', 'FB', 'FXI', 'GOOG', 'GOOGL', 'MSFT']", 0.123
9455,2020-08-04 15:01:14,2020-08-04 15:01:15,Apple Issues Press Release Highlighting Update For 27-In. iMac,,"['AAPL', 'AMD']"," 0.18 

Sentence: Tesla's Model S electric car receives top safety rating from the National Highway Traffic Safety Administration 
Aspect: Tesla 
Sentiment Strength: 0.56 

In these examples, the sentiment strength values are calculated based on the context and aspect of each sentence. The values can be positive, negative, or neutral depending on the context."
9456,2020-08-04 15:02:33,2020-08-04 15:02:34,"UPDATE: Apple 27-In. iMac Includes Up To 10-Core Processors, Next-Gen AMD Graphics, SSDs, Apple T2 Security Chip, Retina 5K Display With True Tone, Nano-Texture Option; Will Start At $1,799",,['AAPL']," 0.43 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.43. This indicates a slightly positive sentiment towards Apple Inc., as they are announcing new features and improvements in their product lineup."
9457,2020-08-04 16:25:24,2020-08-04 16:25:25,Apple To Launch iPhone 12 Lineup In Multiple Phases: Report,"Apple Inc. (NASDAQ: AAPL) flagged a potential delay in the launch of the iPhone 12, the next iteration of its flagship product, in its earnings call.",['AAPL']," 0.567 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.567."
9458,2020-08-04 16:45:08,2020-08-04 16:45:09,"Long-Term Investors Prefer Microsoft And Amazon Over Tesla And Facebook, Tech Survey Says",One of the biggest debates on Wall Street in 2020 has been whether or not the tech sector is currently experiencing a bubble like it did during the dot com era roughly 20 years ago. DataTrek Research recently conducted a survey of more than 300 subscribers to determine how the average investor feels about tech stocks these days.,"['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'TSLA']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.12."
9459,2020-08-04 16:45:40,2020-08-04 16:45:42,ROCE Insights For Apple,"Looking at Q3, Apple (NASDAQ: AAPL) earned $13.09 billion, a 1.85% increase from the preceding quarter. Apple also posted a total of $59.69 billion in sales, a 2.35% increase since Q2. Apple earned $12.85 billion and sales totaled $58.31 billion in Q2.",['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
9460,2020-08-04 17:08:56,2020-08-04 17:08:56,Phil Schiller Advances to Apple Fellow; Greg Joswiak Joins Executive Team As Senior VP Of Worldwide Marketing,,['AAPL']," 0.21 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect being analyzed."
9461,2020-08-04 17:18:11,2020-08-04 17:18:12,White House Says U.S. Will take Action In Coming Days On Chinese Apps Including TikTok,,"['AAPL', 'FB', 'FXI', 'GOOG', 'GOOGL', 'MSFT', 'SPY']"," -0.12 

In this task, you need to analyze the sentiment strength of the given sentence with respect to the aspect mentioned. The sentiment strength will be a value between -1 (very negative) and 1 (very positive), where 0 is neutral.

Sentence: Apple's stock soars after earnings report
Aspect: AAPL
Sentiment Strength: 0.78"
9462,2020-08-05 10:11:17,2020-08-05 10:11:17,Hearing B of A Securities Downgrades Apple From Buy To Neutral,,['AAPL'], -0.125
9463,2020-08-05 14:03:44,2020-08-05 14:03:44,"Apple Analyst Goes Neutral, Cites Impending Risks And Valuation Concerns","Despite optimistic expectations concerning the iPhone upgrade cycle, an analyst at BofA Securities prefers to stay on the sidelines of Apple Inc. (NASDAQ: AAPL) due to valuation that has become less attractive.",['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
9464,2020-08-05 15:12:13,2020-08-05 15:12:15,How to Score Quick Profits Out of This NASDAQ Rally,"The NASDAQ has been out of control lately but in a good way. If you’re like me and you didn’t get your Economic Injury Disaster Loan (EIDL) from the Small Business Association (SBA), you could have still pulled a bit of the Fed’s stimulus money out of the stock market. You see, everybody else’s EIDL has been pumping up the price of NASDAQ stocks for a few weeks now.","['AAPL', 'QQQ']"," 0.27 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.27."
9465,2020-08-05 15:22:16,2020-08-05 15:22:16,"B of A Securities Downgrades Apple to Neutral, Raises Price Target to $470",,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this aspect in the context of the sentence is 0.12."
9466,2020-08-05 15:24:13,2020-08-05 15:24:13,"Wells Fargo Maintains Overweight on Apple, Raises Price Target to $485",,['AAPL']," 0.67 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.67."
9467,2020-08-05 18:00:14,2020-08-05 18:00:15,Why This Apple Analyst Says Fiscal 2021 Will Be 'Big Year' For iPhones,Apple Inc. (NASDAQ: AAPL)  reported  stellar third-quarter results that propelled the stock to a record high.,['AAPL']," 0.567 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values range from -1 (very negative) to 1 (very positive), where 0 is neutral."
9468,2020-08-06 11:55:41,2020-08-06 11:55:42,Apple Removed From B Of A Securities US 1 List,,['AAPL']," -0.25 

In the given sentence, ""Apple Removed From B of A Securities US 1 List"", the aspect is ""AAPL"". The sentiment strength for this sentence would be -0.25."
9469,2020-08-06 18:17:27,2020-08-06 18:17:37,Stocks That Hit 52-Week Highs On Thursday,Thursday&#39;s morning session saw 227 companies set new 52-week highs.,"['AAPL', 'AAWW', 'ACMR', 'ACN', 'AEM', 'AHCO', 'AIO', 'AMD', 'AMRK', 'AMSC', 'AMTX', 'APAM', 'APPS', 'ARLO', 'ASM', 'ATOM', 'ATSG', 'ATVI', 'AVAV', 'AVCT', 'AXNX', 'BBY', 'BERY', 'BHP', 'BIOC', 'BJ', 'BST', 'CALX', 'CARR', 'CCD', 'CELH', 'CEM', 'CENT', 'CENTA', 'CHTR', 'CIEN', 'CLCT', 'CLSK', 'CMG', 'CNI', 'COLD', 'CONE', 'COOP', 'COST', 'COUP', 'CREE', 'CRM', 'CTR', 'CVNA', 'CWEN', 'CXDO', 'DAO', 'DAR', 'DJCO', 'DNJR', 'DNLI', 'DSGX', 'DSKE', 'EA', 'EBS', 'ECPG', 'EDIT', 'EDUC', 'EMAN', 'EMKR', 'ENPH', 'ENSG', 'EPAM', 'ESCA', 'ETJ', 'ETSY', 'EVA', 'EVH', 'EXPI', 'FB', 'FCX', 'FOCS', 'FOXF', 'FSV', 'FTCH', 'FUTU', 'FVRR', 'GAIA', 'GCP', 'GDDY', 'GDOT', 'GF', 'GFI', 'GFL', 'GLIBA', 'GLW', 'GNRC', 'GPL', 'GRUB', 'GRVY', 'GSX', 'HALO', 'HBIO', 'HCM', 'HD', 'HEAR', 'HL', 'HOME', 'HUBS', 'HUYA', 'HYMC', 'HZO', 'IBP', 'IDCC', 'INFN', 'INFO', 'ISDR', 'KIRK', 'KMB', 'KNSL', 'KSU', 'LAC', 'LAD', 'LBRDA', 'LBRDK', 'LEDS', 'LEN', 'LHCG', 'LOW', 'LPSN', 'LXP', 'MARA', 'MAXR', 'MCC', 'MCR', 'MELI', 'MPWR', 'MQY', 'MTBC', 'MTEX', 'MUC', 'NICE', 'NOMD', 'NOVA', 'NOVT', 'NTRA', 'NUAN', 'NUZE', 'NYT', 'OPRX', 'OSTK', 'PAAS', 'PBI', 'PDFS', 'PEIX', 'PENN', 'PETQ', 'PFSI', 'PFSW', 'PLUG', 'POOL', 'PRAA', 'PRSC', 'PSNL', 'PWR', 'QDEL', 'QRVO', 'QTRX', 'QTWO', 'RAMP', 'RBA', 'RBC', 'RCII', 'REGI', 'RGR', 'RIOT', 'RMNI', 'ROCK', 'RUN', 'SCL', 'SE', 'SENEA', 'SGC', 'SGMO', 'SGRY', 'SITM', 'SOHU', 'SRDX', 'SSD', 'STAG', 'STN', 'STNE', 'SUMR', 'SWAV', 'SWBI', 'SYNA', 'TER', 'TRMB', 'TRNO', 'TRUP', 'TTEC', 'TTGT', 'TWMC', 'TWN', 'TWST', 'UBX', 'UFPI', 'UMC', 'UNH', 'USAK', 'VEEV', 'VICR', 'VIPS', 'VIVO', 'VRM', 'VSLR', 'VSTO', 'W', 'WILC', 'WING', 'WMS', 'WTRH', 'XONE', 'XP', 'YETI', 'YNDX', 'Z', 'ZG', 'ZNGA', 'ZS', 'ZTS', 'ZVO']"," 0.67 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. The values can be positive, negative or neutral depending on the context."
9470,2020-08-06 18:35:04,2020-08-06 18:35:06,Analyzing Apple's Unusual Options Activity,"On Thursday, shares of Apple (NASDAQ: AAPL) saw unusual options activity. After the option alert, the stock price moved up to $452.24.",['AAPL']," 0.12 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect being analyzed."
9471,2020-08-06 21:52:36,2020-08-06 21:52:38,"50,000 Robinhood Traders Add Rocket Companies On IPO Debut","Rocket Companies Inc (NYSE: RKT) may have priced its IPO under initial expectations, but the stock was a big hit with day traders.

The parent company of Quicken Loans, the nation&#39;s largest home mortgage lender, took off Thursday to close the session up 19.5% at $21.51 per share.","['AAPL', 'RKT']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
9472,2020-08-07 07:17:10,2020-08-07 07:17:10,Microsoft Criticizes Apple Over App Store Policies After Gaming App CloudX Denied Entry,"Microsoft Inc (NASDAQ: MSFT) is criticizing Apple Inc’s (NASDAQ: AAPL) App Store policies, which have resulted in cloud gaming platforms of multiple companies being denied entry, the Verge ","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'NFLX', 'SPOT']"," -0.21 

In the given sentence, ""Microsoft Criticizes Apple Over App Store Policies After Gaming App CloudX Denied Entry"", the aspect is ""AAPL"". The sentiment strength for this sentence would be -0.21."
9473,2020-08-07 15:21:23,2020-08-07 15:21:24,'Huawei's mobile ambitions at risk as US calls for app boycott' -Nikkei Article From ~1 Hour Ago,,"['AAPL', 'FXI', 'SPY']"," -0.256 

In the given sentence, the aspect is ""AAPL"". The sentiment strength of this sentence is -0.256."
9474,2020-08-08 16:43:42,2020-08-08 16:43:43,"Benzinga's Bulls And Bears Of The Week: Apple, Ford, Merck, Uber And More","
	Benzinga has examined the prospects for many investor favorite stocks over the past week. 
	This week&#39;s bullish calls included pharmaceutical and ride-share leaders. 
	The e-commerce colossus and the iPhone maker were among the week&#39;s bearish calls.


","['AAPL', 'AMZN', 'F', 'MRK', 'NVAX', 'SQ', 'TSN', 'UBER']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
9475,2020-08-08 17:23:12,2020-08-08 17:23:12,"Barron's Picks And Pans: Berkshire Hathaway, Estee Lauder And More","
	This weekend&#39;s Barron&#39;s cover story discusses how to prepare a portfolio for the upcoming elections. 
	Other featured articles look at stand-out dividend growth stocks, how to play dual-share stocks and who wins and loses from the shift in moviegoing. 
","['AAPL', 'AMC', 'BRK-A', 'DIS', 'EL', 'FCFS', 'LEN', 'MSFT', 'TSLA', 'V', 'XOM']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
9476,2020-08-09 21:39:33,2020-08-09 21:39:34,'A Long Way To Go': Stock Market Update For The Week Ahead,"The Past Week, In A Nutshell

What Happened: Stocks closed the week higher after investors regained optimism regarding a sustained recovery.","['AAPL', 'AMD', 'BA', 'BAC', 'BBY', 'BDRBF', 'BP', 'BRK-A', 'CMG', 'CS', 'CVS', 'DAL', 'DB', 'DBO', 'F', 'FB', 'GILD', 'GLD', 'GOOGL', 'HLT', 'IWM', 'JNJ', 'KODK', 'MPC', 'MRNA', 'MSFT', 'PFE', 'QQQ', 'RKT', 'SPY', 'TLT', 'TWTR', 'USL', 'USO']"," 0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context provided, what is the sentiment strength?

Sentiment Strength: 0.12"
9477,2020-08-10 08:58:36,2020-08-10 08:58:37,"Wedbush Maintains Outperform on Apple, Raises Price Target to $515",,['AAPL']," 0.78 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.78."
9478,2020-08-10 12:39:51,2020-08-10 12:39:51,10 Biggest Price Target Changes For Monday,"
	Wedbush raised  Apple Inc.  (NASDAQ: AAPL) price target from $475 to $515. Apple shares rose 1.1% to $449.25 in pre-market trading.
","['AAPL', 'ARGX', 'ETSY', 'HMSY', 'KMT', 'MAG', 'MGA', 'PINS', 'SEE', 'TTD']"," 0.256 

In these examples, the sentiment strength is calculated based on the aspect (Morrisons, IMI, and AAPL) and the context of the sentence. The values are subjective and can vary depending on the individual's perception or the specific context in which the information is being used."
9479,2020-08-10 13:28:12,2020-08-10 13:28:12,Why iPhone 12 Will Be Another 'Defining Chapter' in Apple's Growth Story,"The sell-side is unanimously optimistic about the prospects for the newest iteration of Apple Inc.&#39;s (NASDAQ: AAPL) iPhone, which is expected to be launched in October.",['AAPL']," 0.678 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.678."
9480,2020-08-10 13:30:29,2020-08-10 13:30:30,Watch Koss Shares As Traders Circulate Aug. 7-Dated Court Doc For State Of California Apple (Plaintiff) v. Koss (Defendant),,"['AAPL', 'KOSS']", 0.123
9481,2020-08-10 14:14:29,2020-08-10 14:14:30,Morning Market Stats in 5 Minutes,"Movers

Indices

• S&amp;P 500 ETF (NYSE:SPY) rose 0.14% to $335.06.

• Nasdaq ETF (NASDAQ:QQQ) rose 0.11% to $271.77.

• Dow Jones Industrial Average ETF (NYSE:DIA) remained unchanged at at $274.59.","['AAPL', 'ADUS', 'ANGI', 'BKD', 'CEIX', 'CMLS', 'CNXN', 'CVGI', 'DIA', 'FSK', 'FXI', 'GLD', 'KODK', 'MCRB', 'MSFT', 'NET', 'NKLA', 'PPL', 'QQQ', 'RCL', 'SPY', 'TLT', 'USO', 'VGK', 'XLE', 'XLF', 'XLK', 'XRT']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
9482,2020-08-10 15:38:00,2020-08-10 15:38:00,"Russian Anti-Monopoly Authority Alleges Apple Breached Law On Apps Market, Russia's Interfax Reporting Apple Says Will Appeal Ruling",,"['AAPL', 'RSX']", -0.123
9483,2020-08-10 16:15:55,2020-08-10 16:15:56,What The FedNow Instant Payment System Means For Americans,"The Federal Reserve recently announced the FedNow Service, which it said will be rolled out in a phased approach, with a target service date of 2023 or 2024. ","['AAPL', 'SQ']"," 0.12 

In the given sentence, ""What The FedNow Instant Payment System Means For Americans"", the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
9484,2020-08-10 16:19:32,2020-08-10 16:19:33,What To Expect In The Light Earnings Week Ahead,"During the last two weeks, the market danced to the tune of earnings of Big Tech and tech in general. Although, we&#39;re in for a breather this week with a light earnings schedule. Hopefully, the optimism that the previous two weeks brought will be maintained.","['AAPL', 'AMZN', 'BKNG', 'CGC', 'CSCO', 'DKNG', 'ETSY', 'EXPE', 'HLT', 'LYFT', 'MAR', 'MSFT', 'NTES', 'PENN', 'SQ', 'UBER', 'ZM']"," 0.12 

In the given sentence, ""What To Expect In The Light Earnings Week Ahead"", the aspect is ""AAPL"". Based on the context provided, I would predict a sentiment strength of 0.12 for this sentence."
9485,2020-08-10 17:38:25,2020-08-10 17:38:26,"Here's How Much Investing $1,000 In Berkshire Hathaway Stock In 2010 Would Be Worth Today","Investors who owned stocks in the 2010s generally experienced some big gains. In fact, the SPDR S&amp;P 500&#39;s (NYSE: SPY) total return for the decade was 250.5%. But there’s no question some big-name stocks did much better than others along the way.","['AAPL', 'BRK-A', 'BRK-B', 'SPY']"," 0.567 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. The strength of this positive sentiment is 0.43. In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance, indicating a negative sentiment. The strength of this negative sentiment is -0.344. In the third example, the aspect is AAPL (Apple Inc.), and the sentence discusses the value of an investment made in 2010. This implies that the investment has been successful, leading to a positive sentiment with a strength of 0.567."
9486,2020-08-10 17:59:22,2020-08-10 17:59:22,"VirnetX Shares Move Lower, Volatile Over Last Few Mins. Amid Report Co. Trial Vs Apple Has Been Delayed From Aug. 17 To Oct. 26",,"['AAPL', 'VHC']"," -0.344 

In this task, you need to analyze the sentiment strength of the given aspect in the sentence. The sentiment strength is a value between -1 (very negative) and 1 (very positive), where 0 is neutral. You should return only the sentiment strength without any other text."
9487,2020-08-11 07:05:58,2020-08-11 07:05:58,"Amazon Asks Podcasters To Stream On Its Platforms, But Content Shouldn't 'Disparage' The E-commerce Giant","Amazon.com, Inc (NASDAQ: AMZN) is adding third-party podcasts to its Amazon Music and Audible services, the e-commercy company reportedly said in a mass email to content creators and journalists. ","['AAPL', 'AMZN', 'GOOG', 'GOOGL', 'NYT', 'SIRI', 'SPOT', 'SSP']"," 0.12 

In this task, you need to analyze the sentiment strength of the given sentence with respect to the aspect mentioned. You can use any available tools or techniques for sentiment analysis, but please provide only the sentiment strength value as output."
9488,2020-08-11 07:24:35,2020-08-11 07:24:36,Tim Cook Now A Billionaire As Apple Nears $2T Valuation,"Apple Inc (NASDAQ: AAPL) Chief Executive Officer Tim Cook is now a billionaire — thanks to the near $2 trillion market cap Apple is enjoying, Bloomberg  ","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'NFLX', 'TSLA']"," 0.78 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.78."
9489,2020-08-11 10:29:51,2020-08-11 10:29:51,"Koss Shares Spike Sharply Higher Premarket; On Monday, it was Reported that Apple was Suing Koss for Breaching the Parties' Confidentiality Agreement",,"['AAPL', 'KOSS']", -0.123
9490,2020-08-11 13:30:12,2020-08-11 13:30:12,3 Electric Vehicle ETFs To Floor It With,"Tesla (NASDAQ: TSLA) is just one example and a stellar one at that, which is to say electric vehicle stocks are on fire this year.","['AAPL', 'DRIV', 'HAIL', 'IDRV', 'NIO', 'NVDA', 'TSLA', 'WKHS']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
9491,2020-08-11 16:05:27,2020-08-11 16:05:28,'Martin Scorsese Signs First-Look TV and Film Deal With Apple' -Recent Report From The Wrap,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
9492,2020-08-12 07:53:44,2020-08-12 07:53:44,Apple Supplier Foxconn Reports Q2 Earnings Beat,"Hon Hai Precision Industry Co Ltd  (OTC: HNHPF), better known as Foxconn, posted a net profit of $778.54 million for the second quarter ended June — beating analyst estimates, Reuters reported Wednesday.","['AAPL', 'HNHPF']"," 0.567 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. The values are subjective and can vary depending on the individual's perception or the specific context in which the statement is made."
9493,2020-08-12 11:45:43,2020-08-12 11:45:44,"'China's Days as World's Factory Are Over, iPhone Maker [Foxconn] Says' -Earlier Bloomberg Article",,['AAPL'], -0.125
9494,2020-08-12 17:58:24,2020-08-12 17:58:24,Wealth Manager: Big Tech Stocks 'Grossly Disconnected From Reality',"The Nasdaq composite was up another 1.8% to new highs on Wednesday as the rally in tech stocks continued. Investors are seemingly pricing in a pandemic recovery at some point down the line, but one money manager said Tuesday the next stage of the market cycle could usher in a major rotation out of tech stocks.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT']"," -0.25 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. The sentiment strength of 0.43 suggests that the positive sentiment is moderate to strong.

In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance. This indicates a negative sentiment towards the company. The sentiment strength of -0.344 suggests that the negative sentiment is moderate.

In the third example, the wealth manager is expressing a negative opinion about AAPL (Apple Inc.) stocks being ""grossly disconnected from reality."" The sentiment strength of -0.25 indicates a mild to moderate negative sentiment towards Apple's stock performance."
9495,2020-08-13 09:38:02,2020-08-13 09:38:03,"Apple, Walmart, Disney on White House Call to Appeal to White House Over WeChat Ban; Companies Say Ban Would be Bad for Busines",,"['AAPL', 'DIS', 'TCEHY', 'WMT']"," 0.21 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength of this statement is 0.21."
9496,2020-08-13 14:43:39,2020-08-13 14:43:40,Q2 Was Pure Heaven For The Video Game Industry,"On Monday, NPD Group published a report that reveals that video game spending in the United States skyrocketed. Furthermore, it reached new heights during the second quarter. The pandemic and the resulting efforts to contain the spread of COVID-19 helped the industry realize revenues of $11.6 billion between April and June. This marks a 30% increase on a year-over-year basis.","['AAPL', 'MSFT', 'NTDOY', 'SNE', 'TCEHY']"," 0.567

In the given sentence, ""Q2 Was Pure Heaven For The Video Game Industry"", the aspect is ""AAPL"". The sentiment strength for this sentence is 0.567."
9497,2020-08-13 14:44:59,2020-08-13 14:45:02,Stocks That Hit 52-Week Highs On Thursday,This morning 62 companies reached new 52-week highs.,"['AAPL', 'APH', 'APPS', 'AZEK', 'BBY', 'BMCH', 'CEM', 'CGEN', 'CHDN', 'CTR', 'DOOR', 'EMAN', 'ENS', 'EOS', 'EPAM', 'EVH', 'EXPI', 'FAT', 'FLGT', 'GLG', 'GMAB', 'GPRE', 'GRUB', 'GRVY', 'GRWG', 'HOME', 'HWKN', 'HZO', 'IGC', 'IIPR', 'ISDR', 'LAD', 'LAZY', 'LEAF', 'LINC', 'LOGI', 'LULU', 'MAXR', 'MGIC', 'MICT', 'MRTX', 'NSTG', 'NUS', 'NVDA', 'PEN', 'PENN', 'PGTI', 'PNTG', 'PRAA', 'RACE', 'RCKT', 'ROP', 'SEDG', 'SGC', 'SOGO', 'SUMR', 'TPIC', 'TRMB', 'TTEC', 'UFPI', 'USX', 'YNDX']"," 0.67 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. The values can be positive, negative or neutral depending on the context."
9498,2020-08-13 14:48:44,2020-08-13 14:48:45,Apple Is Now Playing A Whole New Game,"Besides delivering a record June quarter, Apple, Inc. (NASDAQ: AAPL) gave us a puzzle to solve by recently releasing its second &#34;budget&#34; phone. iPhone SE is significantly less expensive than its first iPhone. So why is the most premium tech product maker all of a sudden selling itself short?","['AAPL', 'GOOG', 'SPOT']"," 0.27 

In the given sentence, ""Apple Is Now Playing A Whole New Game"", the aspect is ""AAPL"". The sentiment strength for this sentence is 0.27."
9499,2020-08-13 15:14:43,2020-08-13 15:14:44,Apple Prepping Subscription Bundles To Boost Recurring Revenue: Report,"With the  Services business  evolving as a vital cog in Apple Inc.&#39;s (NASDAQ: AAPL) wheel, the tech giant is reportedly working on offering subscription bundles","['AAPL', 'AMZN', 'NKE', 'PTON']"," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.27."
9500,2020-08-13 18:20:29,2020-08-13 18:20:30,"Cramer Says These 10 Stocks Need To Follow Tesla, Apple's Lead And Split","A stock split doesn&#39;t change a company&#39;s fundamentals in theory, but the move will attract retail investors who were otherwise limited to low-dollar stocks, CNBC&#39;s Jim Cramer said Wednesday on his &#34;Mad Money&#34; show.","['AAPL', 'ADBE', 'AMZN', 'CMG', 'COST', 'FB', 'GOOG', 'GOOGL', 'HD', 'MSFT', 'NFLX', 'NVDA', 'TSLA']"," 0.27 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.27."
9501,2020-08-13 18:47:36,2020-08-13 18:47:37,"Apple To Launch CBS, Showtime Video Bundle With TV+ Next Week",,['AAPL']," 0.27 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. The values can be positive, negative or neutral depending on the context."
9502,2020-08-13 18:48:29,2020-08-13 18:48:29,"Viacom Shares Spike ~2% Following Report Apple Will Launch CBS, Showtime Video Bundle With TV+",,"['AAPL', 'VIAC', 'VIACA']"," 0.17 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.17."
9503,2020-08-13 19:20:40,2020-08-13 19:20:41,Apple Has Removed Epic Games Fortnite From App Store For Violating App Store Guidelines; Tencent Shares Tick Lower,,"['AAPL', 'TCEHY']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.12."
9504,2020-08-13 19:35:12,2020-08-13 19:35:12,UPDATE: Apple To Work With Epic Games To Resolve Violations Of Apple App Store,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
9505,2020-08-13 19:49:44,2020-08-13 19:49:44,Epic Games Says Has Taken Legal Action Against Apple Following Removal Of App From App Store,,['AAPL']," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.567."
9506,2020-08-13 21:42:26,2020-08-13 21:42:27,"Apple Files Final Pricing Term Sheet Related To Offering Of $1.25B 0.550% Notes Due 2025, Offering Of $1.25B 1.250% Notes Due 2030 And Offering Of $1.25B 2.400% Notes Due 2050",,['AAPL']," 0.67 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.67."
9507,2020-08-14 03:10:17,2020-08-14 03:10:18,"Apple, Google Taken To Court Over 'Fortnite' Removal From App Stores","Epic Games Inc, the company that makes “Fortnite,” sued Apple Inc (NASDAQ: AAPL) and Alphabet Inc (NASDAQ: GOOGL) (NASDAQ: GOOG) on Th","['AAPL', 'FB', 'GOOG', 'GOOGL', 'IBM', 'MSFT']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.12."
9508,2020-08-14 14:28:27,2020-08-14 14:28:28,Five Electric Vehicle Stocks To Watch,"While lockdowns have been in place around the world due to the coronavirus pandemic, many people only ventured out on four wheels when they needed to get groceries. The International Energy Agency reported that at the end of March, road transport was down by half. Naturally, new vehicle sales have suffered.","['AAPL', 'ALB', 'BLNK', 'DRIV', 'F', 'FCAU', 'GM', 'LGCLF', 'LIT', 'MSFT', 'NVDA', 'SOLO', 'TSLA', 'WKSP']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. The second example shows IMI's drop in first-quarter organic revenue and warning on full-year performance, indicating a negative sentiment. In the third example, AAPL is mentioned as one of five electric vehicle stocks to watch, suggesting a neutral or slightly positive sentiment."
9509,2020-08-14 14:32:45,2020-08-14 14:32:45,Why This Peloton Analyst Says An Apple Fitness Subscription Poses Little Threat,Apple Inc. (NASDAQ: AAPL) is reportedly planning to launch a bundled service for subscription by October that includes a fitness app subscription for the higher end. ,"['AAPL', 'PTON']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
